Item,GUID,Type,Reference
msPKI-CredentialRoamingTokens,b7ff5a38-0818-42b0-8110-d3d154c97f24,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-CredentialRoamingTokens
msPKI-Enrollment-Flag,d15ef7d8-f226-46db-ae79-b34e560bd12c,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-Enrollment-Flag
msPKI-Enrollment-Servers,f22bd38f-a1d0-4832-8b28-0331438886a6,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-Enrollment-Servers
msPKI-Enterprise-Oid,37cfd85c-6719-4ad8-8f9e-8678ba627563,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-Enterprise-Oid
msPKI-Key-Recovery-Agent,26ccf238-a08e-4b86-9a82-a8c9ac7ee5cb,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-Key-Recovery-Agent
msPKI-Minimal-Key-Size,e96a63f5-417f-46d3-be52-db7703c503df,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-Minimal-Key-Size
msPKI-OID-Attribute,8c9e1288-5028-4f4f-a704-76d026f246ef,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-OID-Attribute
msPKI-OID-CPS,5f49940e-a79f-4a51-bb6f-3d446a54dc6b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-OID-CPS
msPKI-OID-User-Notice,04c4da7a-e114-4e69-88de-e293f2d3b395,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-OID-User-Notice
msPKI-OIDLocalizedName,7d59a816-bb05-4a72-971f-5c1331f67559,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-OIDLocalizedName
msPKI-Private-Key-Flag,bab04ac2-0435-4709-9307-28380e7c7001,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-Private-Key-Flag
msPKI-PrivateKeyRecoveryAgent,1562a632-44b9-4a7e-a2d3-e426c96a3acc,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-PrivateKeyRecoveryAgent
msPKI-RA-Application-Policies,3c91fbbf-4773-4ccd-a87b-85d53e7bcf6a,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-RA-Application-Policies
msPKI-RA-Policies,d546ae22-0951-4d47-817e-1c9f96faad46,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-RA-Policies
msPKI-RA-Signature,fe17e04b-937d-4f7e-8e0e-9292c8d5683e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-RA-Signature
msPKI-Site-Name,0cd8711f-0afc-4926-a4b1-09b08d3d436c,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-Site-Name
msPKI-Supersede-Templates,9de8ae7d-7a5b-421d-b5e4-061f79dfd5d7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-Supersede-Templates
msPKI-Template-Minor-Revision,13f5236c-1884-46b1-b5d0-484e38990d58,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-Template-Minor-Revision
msPKI-Template-Schema-Version,0c15e9f5-491d-4594-918f-32813a091da9,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKI-Template-Schema-Version
msPKIAccountCredentials,b8dfa744-31dc-4ef1-ac7c-84baf7ef9da7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKIAccountCredentials
msPKIDPAPIMasterKeys,b3f93023-9239-4f7c-b99c-6745d87adbc2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKIDPAPIMasterKeys
msPKIRoamingTimeStamp,6617e4ac-a2f1-43ab-b60c-11fbd1facf05,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPKIRoamingTimeStamp
msPrint-ConnectionPolicy,a16f33c7-7fd6-4828-9364-435138fda08d,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msPrint-ConnectionPolicy
msRADIUS-FramedInterfaceId,a6f24a23-d65c-4d65-a64f-35fb6873c2b9,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRADIUS-FramedInterfaceId
msRADIUS-FramedIpv6Prefix,f63ed610-d67c-494d-87be-cd1e24359a38,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRADIUS-FramedIpv6Prefix
msRADIUS-FramedIpv6Route,5a5aa804-3083-4863-94e5-018a79a22ec0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRADIUS-FramedIpv6Route
msRADIUS-SavedFramedInterfaceId,a4da7289-92a3-42e5-b6b6-dad16d280ac9,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRADIUS-SavedFramedInterfaceId
msRADIUS-SavedFramedIpv6Prefix,0965a062-b1e1-403b-b48d-5c0eb0e952cc,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRADIUS-SavedFramedIpv6Prefix
msRADIUS-SavedFramedIpv6Route,9666bb5c-df9d-4d41-b437-2eec7e27c9b3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRADIUS-SavedFramedIpv6Route
msRADIUSCallbackNumber,db0c909c-c1f2-11d1-bbc5-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRADIUSCallbackNumber
msRADIUSFramedIPAddress,db0c90a4-c1f2-11d1-bbc5-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRADIUSFramedIPAddress
msRADIUSFramedRoute,db0c90a9-c1f2-11d1-bbc5-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRADIUSFramedRoute
msRADIUSServiceType,db0c90b6-c1f2-11d1-bbc5-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRADIUSServiceType
msRASSavedCallbackNumber,db0c90c5-c1f2-11d1-bbc5-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRASSavedCallbackNumber
msRASSavedFramedIPAddress,db0c90c6-c1f2-11d1-bbc5-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRASSavedFramedIPAddress
msRASSavedFramedRoute,db0c90c7-c1f2-11d1-bbc5-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRASSavedFramedRoute
msRRASAttribute,f39b98ad-938d-11d1-aebd-0000f80367c1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRRASAttribute
msRRASVendorAttributeEntry,f39b98ac-938d-11d1-aebd-0000f80367c1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msRRASVendorAttributeEntry
msSFU30Aliases,20ebf171-c69a-4c31-b29d-dcb837d8912d,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30Aliases
msSFU30CryptMethod,4503d2a3-3d70-41b8-b077-dff123c15865,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30CryptMethod
msSFU30DomainInfo,36297dce-656b-4423-ab65-dabb2770819e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30DomainInfo
msSFU30Domains,93095ed3-6f30-4bdd-b734-65d569f5f7c9,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30Domains
msSFU30FieldSeparator,a2e11a42-e781-4ca1-a7fa-ec307f62b6a1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30FieldSeparator
msSFU30IntraFieldSeparator,95b2aef0-27e4-4cb9-880a-a2d9a9ea23b8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30IntraFieldSeparator
msSFU30IsValidContainer,0dea42f5-278d-4157-b4a7-49b59664915b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30IsValidContainer
msSFU30KeyAttributes,32ecd698-ce9e-4894-a134-7ad76b082e83,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30KeyAttributes
msSFU30KeyValues,37830235-e5e9-46f2-922b-d8d44f03e7ae,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30KeyValues
msSFU30MailAliases,d6710785-86ff-44b7-85b5-f1f8689522ce,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30MailAliases
msSFU30MapFilter,b7b16e01-024f-4e23-ad0d-71f1a406b684,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30MapFilter
msSFU30MasterServerName,4cc908a2-9e18-410e-8459-f17cc422020a,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30MasterServerName
msSFU30MaxGidNumber,04ee6aa6-f83b-469a-bf5a-3c00d3634669,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30MaxGidNumber
msSFU30MaxUidNumber,ec998437-d944-4a28-8500-217588adfc75,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30MaxUidNumber
msSFU30Name,16c5d1d3-35c2-4061-a870-a5cefda804f0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30Name
msSFU30NetgroupHostAtDomain,97d2bf65-0466-4852-a25a-ec20f57ee36c,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30NetgroupHostAtDomain
msSFU30NetgroupUserAtDomain,a9e84eed-e630-4b67-b4b3-cad2a82d345e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30NetgroupUserAtDomain
msSFU30NetId,e263192c-2a02-48df-9792-94f2328781a0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30NetId
msSFU30NetworkUser,e15334a3-0bf0-4427-b672-11f5d84acc92,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30NetworkUser
msSFU30NisDomain,9ee3b2e3-c7f3-45f8-8c9f-1382be4984d2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30NisDomain
msSFU30NISMapConfig,faf733d0-f8eb-4dcf-8d75-f1753af6a50b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30NISMapConfig
msSFU30NSMAPFieldPosition,585c9d5e-f599-4f07-9cf9-4373af4b89d3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30NSMAPFieldPosition
msSFU30OrderNumber,02625f05-d1ee-4f9f-b366-55266becb95c,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30OrderNumber
msSFU30PosixMember,c875d82d-2848-4cec-bb50-3c5486d09d57,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30PosixMember
msSFU30PosixMemberOf,7bd76b92-3244-438a-ada6-24f5ea34381e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30PosixMemberOf
msSFU30ResultAttributes,e167b0b6-4045-4433-ac35-53f972d45cba,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30ResultAttributes
msSFU30SearchAttributes,ef9a2df0-2e57-48c8-8950-0cc674004733,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30SearchAttributes
msSFU30SearchContainer,27eebfa2-fbeb-4f8e-aad6-c50247994291,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30SearchContainer
msSFU30YpServers,084a944b-e150-4bfe-9345-40e1aedaebba,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSFU30YpServers
msSPP-ActivationObject,51a0e68c-0dc5-43ca-935d-c1c911bf2ee5,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-ActivationObject
msSPP-ActivationObjectsContainer,b72f862b-bb25-4d5d-aa51-62c59bdf90ae,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-ActivationObjectsContainer
msSPP-ConfigLicense,0353c4b5-d199-40b0-b3c5-deb32fd9ec06,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-ConfigLicense
msSPP-ConfirmationId,6e8797c4-acda-4a49-8740-b0bd05a9b831,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-ConfirmationId
msSPP-CSVLKPartialProductKey,a601b091-8652-453a-b386-87ad239b7c08,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-CSVLKPartialProductKey
msSPP-CSVLKPid,b47f510d-6b50-47e1-b556-772c79e4ffc4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-CSVLKPid
msSPP-CSVLKSkuId,9684f739-7b78-476d-8d74-31ad7692eef4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-CSVLKSkuId
msSPP-InstallationId,69bfb114-407b-4739-a213-c663802b3e37,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-InstallationId
msSPP-IssuanceLicense,1075b3a1-bbaf-49d2-ae8d-c4f25c823303,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-IssuanceLicense
msSPP-KMSIds,9b663eda-3542-46d6-9df0-314025af2bac,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-KMSIds
msSPP-OnlineLicense,098f368e-4812-48cd-afb7-a136b96807ed,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-OnlineLicense
msSPP-PhoneLicense,67e4d912-f362-4052-8c79-42f45ba7b221,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msSPP-PhoneLicense
msTAPI-ConferenceBlob,4cc4601e-7201-4141-abc8-3e529ae88863,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTAPI-ConferenceBlob
msTAPI-IpAddress,efd7d7f7-178e-4767-87fa-f8a16b840544,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTAPI-IpAddress
msTAPI-ProtocolId,89c1ebcf-7a5f-41fd-99ca-c900b32299ab,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTAPI-ProtocolId
msTAPI-RtConference,ca7b9735-4b2a-4e49-89c3-99025334dc94,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTAPI-RtConference
msTAPI-RtPerson,53ea1cb5-b704-4df9-818f-5cb4ec86cac1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTAPI-RtPerson
msTAPI-uid,70a4e7ea-b3b9-4643-8918-e6dd2471bfd4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTAPI-uid
msTPM-InformationObject,85045b6a-47a6-4243-a7cc-6890701f662c,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTPM-InformationObject
msTPM-InformationObjectsContainer,e027a8bd-6456-45de-90a3-38593877ee74,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTPM-InformationObjectsContainer
msTPM-OwnerInformation,aa4e1a6d-550d-4e05-8c35-4afcb917a9fe,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTPM-OwnerInformation
msTPM-OwnerInformationTemp,c894809d-b513-4ff8-8811-f4f43f5ac7bc,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTPM-OwnerInformationTemp
msTPM-SrkPubThumbprint,19d706eb-4d76-44a2-85d6-1c342be3be37,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTPM-SrkPubThumbprint
msTPM-TpmInformationForComputer,ea1b7b93-5e48-46d5-bc6c-4df4fda78a35,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTPM-TpmInformationForComputer
msTPM-TpmInformationForComputerBL,14fa84c9-8ecd-4348-bc91-6d3ced472ab7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTPM-TpmInformationForComputerBL
msTSAllowLogon,3a0cd464-bc54-40e7-93ae-a646a6ecc4b4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSAllowLogon
msTSBrokenConnectionAction,1cf41bba-5604-463e-94d6-1a1287b72ca3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSBrokenConnectionAction
msTSConnectClientDrives,23572aaf-29dd-44ea-b0fa-7e8438b9a4a3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSConnectClientDrives
msTSConnectPrinterDrives,8ce6a937-871b-4c92-b285-d99d4036681c,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSConnectPrinterDrives
msTSDefaultToMainPrinter,c0ffe2bd-cacf-4dc7-88d5-61e9e95766f6,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSDefaultToMainPrinter
msTSEndpointData,40e1c407-4344-40f3-ab43-3625a34a63a2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSEndpointData
msTSEndpointPlugin,3c08b569-801f-4158-b17b-e363d6ae696a,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSEndpointPlugin
msTSEndpointType,377ade80-e2d8-46c5-9bcd-6d9dec93b35e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSEndpointType
msTSExpireDate,70004ef5-25c3-446a-97c8-996ae8566776,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSExpireDate
msTSExpireDate2,54dfcf71-bc3f-4f0b-9d5a-4b2476bb8925,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSExpireDate2
msTSExpireDate3,41bc7f04-be72-4930-bd10-1f3439412387,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSExpireDate3
msTSExpireDate4,5e11dc43-204a-4faf-a008-6863621c6f5f,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSExpireDate4
msTSHomeDirectory,5d3510f0-c4e7-4122-b91f-a20add90e246,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSHomeDirectory
msTSHomeDrive,5f0a24d9-dffa-4cd9-acbf-a0680c03731e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSHomeDrive
msTSInitialProgram,9201ac6f-1d69-4dfb-802e-d95510109599,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSInitialProgram
msTSLicenseVersion,0ae94a89-372f-4df2-ae8a-c64a2bc47278,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSLicenseVersion
msTSLicenseVersion2,4b0df103-8d97-45d9-ad69-85c3080ba4e7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSLicenseVersion2
msTSLicenseVersion3,f8ba8f81-4cab-4973-a3c8-3a6da62a5e31,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSLicenseVersion3
msTSLicenseVersion4,70ca5d97-2304-490a-8a27-52678c8d2095,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSLicenseVersion4
msTSLSProperty01,87e53590-971d-4a52-955b-4794d15a84ae,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSLSProperty01
msTSLSProperty02,47c77bb0-316e-4e2f-97f1-0d4c48fca9dd,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSLSProperty02
msTSManagingLS,f3bcc547-85b0-432c-9ac0-304506bf2c83,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSManagingLS
msTSManagingLS2,349f0757-51bd-4fc8-9d66-3eceea8a25be,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSManagingLS2
msTSManagingLS3,fad5dcc1-2130-4c87-a118-75322cd67050,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSManagingLS3
msTSManagingLS4,f7a3b6a0-2107-4140-b306-75cb521731e5,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSManagingLS4
msTSMaxConnectionTime,1d960ee2-6464-4e95-a781-e3b5cd5f9588,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSMaxConnectionTime
msTSMaxDisconnectionTime,326f7089-53d8-4784-b814-46d8535110d2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSMaxDisconnectionTime
msTSMaxIdleTime,ff739e9c-6bb7-460e-b221-e250f3de0f95,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSMaxIdleTime
msTSPrimaryDesktop,29259694-09e4-4237-9f72-9306ebe63ab2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSPrimaryDesktop
msTSPrimaryDesktopBL,9daadc18-40d1-4ed1-a2bf-6b9bf47d3daa,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSPrimaryDesktopBL
msTSProfilePath,e65c30db-316c-4060-a3a0-387b083f09cd,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSProfilePath
msTSProperty01,faaea977-9655-49d7-853d-f27bb7aaca0f,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSProperty01
msTSProperty02,3586f6ac-51b7-4978-ab42-f936463198e7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSProperty02
msTSReconnectionAction,366ed7ca-3e18-4c7f-abae-351a01e4b4f7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSReconnectionAction
msTSRemoteControl,15177226-8642-468b-8c48-03ddfd004982,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSRemoteControl
msTSSecondaryDesktopBL,34b107af-a00a-455a-b139-dd1a1b12d8af,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSSecondaryDesktopBL
msTSSecondaryDesktops,f63aa29a-bb31-48e1-bfab-0a6c5a1d39c2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSSecondaryDesktops
msTSWorkDirectory,a744f666-3d3c-4cc8-834b-9d4f6f687b8b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msTSWorkDirectory
msWMI-Author,6366c0c1-6972-4e66-b3a5-1d52ad0c0547,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Author
msWMI-ChangeDate,f9cdf7a0-ec44-4937-a79b-cd91522b3aa8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-ChangeDate
msWMI-Class,90c1925f-4a24-4b07-b202-be32eb3c8b74,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Class
msWMI-ClassDefinition,2b9c0ebc-c272-45cb-99d2-4d0e691632e0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-ClassDefinition
msWMI-CreationDate,748b0a2e-3351-4b3f-b171-2f17414ea779,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-CreationDate
msWMI-Genus,50c8673a-8f56-4614-9308-9e1340fb9af3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Genus
msWMI-ID,9339a803-94b8-47f7-9123-a853b9ff7e45,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-ID
msWMI-Int8Default,f4d8085a-8c5b-4785-959b-dc585566e445,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Int8Default
msWMI-Int8Max,e3d8b547-003d-4946-a32b-dc7cedc96b74,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Int8Max
msWMI-Int8Min,ed1489d1-54cc-4066-b368-a00daa2664f1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Int8Min
msWMI-Int8ValidValues,103519a9-c002-441b-981a-b0b3e012c803,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Int8ValidValues
msWMI-IntDefault,1b0c07f8-76dd-4060-a1e1-70084619dc90,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-IntDefault
msWMI-intFlags1,18e006b9-6445-48e3-9dcf-b5ecfbc4df8e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-intFlags1
msWMI-intFlags2,075a42c9-c55a-45b1-ac93-eb086b31f610,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-intFlags2
msWMI-intFlags3,f29fa736-de09-4be4-b23a-e734c124bacc,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-intFlags3
msWMI-intFlags4,bd74a7ac-c493-4c9c-bdfa-5c7b119ca6b2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-intFlags4
msWMI-IntMax,fb920c2c-f294-4426-8ac1-d24b42aa2bce,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-IntMax
msWMI-IntMin,68c2e3ba-9837-4c70-98e0-f0c33695d023,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-IntMin
msWMI-IntRangeParam,50ca5d7d-5c8b-4ef3-b9df-5b66d491e526,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-IntRangeParam
msWMI-IntSetParam,292f0d9a-cf76-42b0-841f-b650f331df62,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-IntSetParam
msWMI-IntValidValues,6af565f6-a749-4b72-9634-3c5d47e6b4e0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-IntValidValues
msWMI-MergeablePolicyTemplate,07502414-fdca-4851-b04a-13645b11d226,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-MergeablePolicyTemplate
msWMI-Mof,6736809f-2064-443e-a145-81262b1f1366,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Mof
msWMI-Name,c6c8ace5-7e81-42af-ad72-77412c5941c4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Name
msWMI-NormalizedClass,eaba628f-eb8e-4fe9-83fc-693be695559b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-NormalizedClass
msWMI-ObjectEncoding,55dd81c9-c312-41f9-a84d-c6adbdf1e8e1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-ObjectEncoding
msWMI-Parm1,27e81485-b1b0-4a8b-bedd-ce19a837e26e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Parm1
msWMI-Parm2,0003508e-9c42-4a76-a8f4-38bf64bab0de,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msWMI-Parm2
